Factory Name,Location,Industry Types,Production Capacity,Byproduct Type,Byproduct Quantity,Byproduct Frequency,Required Byproduct,Utilization Method,Demand Scale,Frequency of Use
Factory_218,"Brazil, Sao Paulo",Textiles,1234,Slag,813,Weekly,Recycled Plastic,Composting,High,Weekly
Factory_349,"South Africa, Johannesburg",Automotive,4286,Metal Scraps,789,Daily,Steel,Recycling,Low,Monthly
Factory_317,"USA, California",Pharmaceuticals,8144,Waste Chemicals,244,Monthly,Bio-fuel,Energy Source,Low,Weekly
Factory_285,"India, Mumbai",Metals,8800,Plastic Waste,564,Weekly,Recycled Plastic,Composting,High,Weekly
Factory_327,"Japan, Tokyo",Chemicals,8076,Heat,13,Daily,Recycled Plastic,Energy Source,Low,Monthly
Factory_75,"Germany, Berlin",Plastics,5619,Waste Chemicals,94,Monthly,Recycled Plastic,Recycling,High,Daily
Factory_3,"China, Shenzhen",Metals,7641,Plastic Waste,821,Monthly,Recycled Plastic,Raw Material,High,Monthly
Factory_11,"UK, London",Textiles,2698,Heat,870,Daily,Recycled Plastic,Energy Source,Low,Daily
Factory_188,"South Africa, Johannesburg",Textiles,1593,Slag,244,Daily,Bio-fuel,Energy Source,Low,Daily
Factory_3,"Japan, Tokyo",Plastics,4297,Slag,665,Weekly,Bio-fuel,Energy Source,High,Weekly
Factory_42,"UK, London",Textiles,1410,Waste Chemicals,471,Monthly,Steel,Recycling,Low,Weekly
Factory_30,"UK, London",Metals,644,Heat,607,Weekly,Silicon,Composting,Medium,Daily
Factory_470,"South Africa, Johannesburg",Automotive,7590,Waste Chemicals,529,Weekly,Recycled Plastic,Recycling,Medium,Daily
Factory_452,"Japan, Tokyo",Plastics,9395,Heat,462,Weekly,Organic Material,Raw Material,High,Weekly
Factory_201,"USA, California",Food Processing,6639,Plastic Waste,956,Daily,Silicon,Recycling,Medium,Daily
Factory_12,"Japan, Tokyo",Food Processing,5905,Metal Scraps,885,Daily,Silicon,Raw Material,Low,Weekly
Factory_482,"USA, California",Electronics,7968,Metal Scraps,608,Weekly,Recycled Plastic,Energy Source,Low,Monthly
Factory_483,"UK, London",Metals,2277,Slag,696,Daily,Organic Material,Composting,High,Daily
Factory_462,"UK, London",Metals,7734,Slag,101,Daily,Silicon,Recycling,Medium,Weekly
Factory_360,"India, Mumbai",Metals,8945,Slag,618,Daily,Recycled Plastic,Recycling,High,Daily
Factory_255,"China, Shenzhen",Plastics,1743,Waste Chemicals,46,Monthly,Organic Material,Raw Material,High,Weekly
Factory_67,"Brazil, Sao Paulo",Plastics,5166,Plastic Waste,835,Monthly,Steel,Raw Material,Medium,Weekly
Factory_493,"South Africa, Johannesburg",Automotive,3614,Slag,247,Daily,Steel,Composting,Low,Monthly
Factory_164,"China, Shenzhen",Electronics,3582,Heat,160,Weekly,Steel,Energy Source,Low,Monthly
Factory_337,"Brazil, Sao Paulo",Automotive,6816,Slag,613,Monthly,Recycled Plastic,Composting,Medium,Weekly
Factory_446,"USA, California",Chemicals,9213,Heat,868,Monthly,Steel,Energy Source,High,Monthly
Factory_454,"Japan, Tokyo",Plastics,9096,Slag,182,Weekly,Organic Material,Energy Source,High,Weekly
Factory_271,"South Africa, Johannesburg",Plastics,6197,Waste Chemicals,153,Monthly,Bio-fuel,Raw Material,Low,Daily
Factory_296,"Brazil, Sao Paulo",Metals,2092,Metal Scraps,646,Monthly,Organic Material,Recycling,Low,Daily
Factory_332,"Japan, Tokyo",Pharmaceuticals,4686,Metal Scraps,899,Monthly,Heat Energy,Recycling,Medium,Weekly
